,PNW
381,5699.683106
382,5699.683106
383,5699.683106
384,5684.690522
385,5684.690522
386,5684.690522
387,5684.690522
388,5684.690522
389,5684.690522
390,5684.690522
391,5684.690522
392,5684.690522
393,5684.690522
394,5684.690522
395,5684.690522
396,5684.690522
397,5684.690522
398,5684.690522
399,5684.690522
400,5684.690522
401,5684.690522
402,5684.690522
403,5684.690522
404,5684.690522
405,5684.690522
406,5684.690522
407,5684.690522
408,5660.175189
409,5660.175189
410,5660.175189
411,5660.175189
412,5660.175189
413,5660.175189
414,5660.175189
415,5660.175189
416,5660.175189
417,5660.175189
418,5660.175189
419,5660.175189
420,5660.175189
421,5660.175189
422,5660.175189
423,5660.175189
424,5660.175189
425,5660.175189
426,5660.175189
427,5660.175189
428,5660.175189
429,5660.175189
430,5660.175189
431,5660.175189
432,5611.219462
433,5611.219462
434,5611.219462
435,5611.219462
436,5611.219462
437,5611.219462
438,5611.219462
439,5611.219462
440,5611.219462
441,5611.219462
442,5611.219462
443,5611.219462
444,5611.219462
445,5611.219462
446,5611.219462
447,5611.219462
448,5611.219462
449,5611.219462
450,5611.219462
451,5611.219462
452,5611.219462
453,5611.219462
454,5611.219462
455,5611.219462
456,5571.069028
457,5571.069028
458,5571.069028
459,5571.069028
460,5571.069028
461,5571.069028
462,5571.069028
463,5571.069028
464,5571.069028
465,5571.069028
466,5571.069028
467,5571.069028
468,5571.069028
469,5571.069028
470,5571.069028
471,5571.069028
472,5571.069028
473,5571.069028
474,5571.069028
475,5571.069028
476,5571.069028
477,5571.069028
478,5571.069028
479,5571.069028
480,5508.509931
481,5508.509931
482,5508.509931
483,5508.509931
484,5508.509931
485,5508.509931
486,5508.509931
487,5508.509931
488,5508.509931
489,5508.509931
490,5508.509931
491,5508.509931
492,5508.509931
493,5508.509931
494,5508.509931
495,5508.509931
496,5508.509931
497,5508.509931
498,5508.509931
499,5508.509931
500,5508.509931
501,5508.509931
502,5508.509931
503,5508.509931
504,5430.447944
505,5430.447944
506,5430.447944
507,5430.447944
508,5430.447944
509,5430.447944
510,5430.447944
511,5430.447944
512,5430.447944
513,5430.447944
514,5430.447944
515,5430.447944
516,5430.447944
517,5430.447944
518,5430.447944
519,5430.447944
520,5430.447944
521,5430.447944
522,5430.447944
523,5430.447944
524,5430.447944
525,5430.447944
526,5430.447944
527,5430.447944
528,5361.637868
529,5361.637868
530,5361.637868
531,5361.637868
532,5361.637868
533,5361.637868
534,5361.637868
535,5361.637868
536,5361.637868
537,5361.637868
538,5361.637868
539,5361.637868
540,5361.637868
541,5361.637868
542,5361.637868
543,5361.637868
544,5361.637868
545,5361.637868
546,5361.637868
547,5361.637868
548,5361.637868
549,5361.637868
550,5361.637868
551,5361.637868
552,5307.49597
553,5307.49597
554,5307.49597
555,5307.49597
556,5307.49597
557,5307.49597
558,5307.49597
559,5307.49597
560,5307.49597
561,5307.49597
562,5307.49597
563,5307.49597
564,5307.49597
565,5307.49597
566,5307.49597
567,5307.49597
568,5307.49597
569,5307.49597
570,5307.49597
571,5307.49597
572,5307.49597
573,5307.49597
574,5307.49597
575,5307.49597
576,5260.983141
577,5260.983141
578,5260.983141
579,5260.983141
580,5260.983141
581,5260.983141
582,5260.983141
583,5260.983141
584,5260.983141
585,5260.983141
586,5260.983141
587,5260.983141
588,5260.983141
589,5260.983141
590,5260.983141
591,5260.983141
592,5260.983141
593,5260.983141
594,5260.983141
595,5260.983141
596,5260.983141
597,5260.983141
598,5260.983141
599,5260.983141
600,5284.883519
601,5284.883519
602,5284.883519
603,5284.883519
604,5284.883519
605,5284.883519
606,5284.883519
607,5284.883519
608,5284.883519
609,5284.883519
610,5284.883519
611,5284.883519
612,5284.883519
613,5284.883519
614,5284.883519
615,5284.883519
616,5284.883519
617,5284.883519
618,5284.883519
619,5284.883519
620,5284.883519
621,5284.883519
622,5284.883519
623,5284.883519
624,5302.376233
625,5302.376233
626,5302.376233
627,5302.376233
628,5302.376233
629,5302.376233
630,5302.376233
631,5302.376233
632,5302.376233
633,5302.376233
634,5302.376233
635,5302.376233
636,5302.376233
637,5302.376233
638,5302.376233
639,5302.376233
640,5302.376233
641,5302.376233
642,5302.376233
643,5302.376233
644,5302.376233
645,5302.376233
646,5302.376233
647,5302.376233
648,5296.372997
649,5296.372997
650,5296.372997
651,5296.372997
652,5296.372997
653,5296.372997
654,5296.372997
655,5296.372997
656,5296.372997
657,5296.372997
658,5296.372997
659,5296.372997
660,5296.372997
661,5296.372997
662,5296.372997
663,5296.372997
664,5296.372997
665,5296.372997
666,5296.372997
667,5296.372997
668,5296.372997
669,5296.372997
670,5296.372997
671,5296.372997
672,5255.09422
673,5255.09422
674,5255.09422
675,5255.09422
676,5255.09422
677,5255.09422
678,5255.09422
679,5255.09422
680,5255.09422
681,5255.09422
682,5255.09422
683,5255.09422
684,5255.09422
685,5255.09422
686,5255.09422
687,5255.09422
688,5255.09422
689,5255.09422
690,5255.09422
691,5255.09422
692,5255.09422
693,5255.09422
694,5255.09422
695,5255.09422
696,5260.12643
697,5260.12643
698,5260.12643
699,5260.12643
700,5260.12643
701,5260.12643
702,5260.12643
703,5260.12643
704,5260.12643
705,5260.12643
706,5260.12643
707,5260.12643
708,5260.12643
709,5260.12643
710,5260.12643
711,5260.12643
712,5260.12643
713,5260.12643
714,5260.12643
715,5260.12643
716,5260.12643
717,5260.12643
718,5260.12643
719,5260.12643
720,5274.633784
721,5274.633784
722,5274.633784
723,5274.633784
724,5274.633784
725,5274.633784
726,5274.633784
727,5274.633784
728,5274.633784
729,5274.633784
730,5274.633784
731,5274.633784
732,5274.633784
733,5274.633784
734,5274.633784
735,5274.633784
736,5274.633784
737,5274.633784
738,5274.633784
739,5274.633784
740,5274.633784
741,5274.633784
742,5274.633784
743,5274.633784
744,5238.536575
745,5238.536575
746,5238.536575
747,5238.536575
748,5238.536575
749,5238.536575
750,5238.536575
751,5238.536575
752,5238.536575
753,5238.536575
754,5238.536575
755,5238.536575
756,5238.536575
757,5238.536575
758,5238.536575
759,5238.536575
760,5238.536575
761,5238.536575
762,5238.536575
763,5238.536575
764,5238.536575
765,5238.536575
766,5238.536575
767,5238.536575
768,5217.006043
769,5217.006043
770,5217.006043
771,5217.006043
772,5217.006043
773,5217.006043
774,5217.006043
775,5217.006043
776,5217.006043
777,5217.006043
778,5217.006043
779,5217.006043
780,5217.006043
781,5217.006043
782,5217.006043
783,5217.006043
784,5217.006043
785,5217.006043
786,5217.006043
787,5217.006043
788,5217.006043
789,5217.006043
790,5217.006043
791,5217.006043
792,5262.72179
793,5262.72179
794,5262.72179
795,5262.72179
796,5262.72179
797,5262.72179
798,5262.72179
799,5262.72179
800,5262.72179
801,5262.72179
802,5262.72179
803,5262.72179
804,5262.72179
805,5262.72179
806,5262.72179
807,5262.72179
808,5262.72179
809,5262.72179
810,5262.72179
811,5262.72179
812,5262.72179
813,5262.72179
814,5262.72179
815,5262.72179
816,5258.090835
817,5258.090835
818,5258.090835
819,5258.090835
820,5258.090835
821,5258.090835
822,5258.090835
823,5258.090835
824,5258.090835
825,5258.090835
826,5258.090835
827,5258.090835
828,5258.090835
829,5258.090835
830,5258.090835
831,5258.090835
832,5258.090835
833,5258.090835
834,5258.090835
835,5258.090835
836,5258.090835
837,5258.090835
838,5258.090835
839,5258.090835
840,5237.053395
841,5237.053395
842,5237.053395
843,5237.053395
844,5237.053395
845,5237.053395
846,5237.053395
847,5237.053395
848,5237.053395
849,5237.053395
850,5237.053395
851,5237.053395
852,5237.053395
853,5237.053395
854,5237.053395
855,5237.053395
856,5237.053395
857,5237.053395
858,5237.053395
859,5237.053395
860,5237.053395
861,5237.053395
862,5237.053395
863,5237.053395
864,5217.120009
865,5217.120009
866,5217.120009
867,5217.120009
868,5217.120009
869,5217.120009
870,5217.120009
871,5217.120009
872,5217.120009
873,5217.120009
874,5217.120009
875,5217.120009
876,5217.120009
877,5217.120009
878,5217.120009
879,5217.120009
880,5217.120009
881,5217.120009
882,5217.120009
883,5217.120009
884,5217.120009
885,5217.120009
886,5217.120009
887,5217.120009
888,5169.220571
889,5169.220571
890,5169.220571
891,5169.220571
892,5169.220571
893,5169.220571
894,5169.220571
895,5169.220571
896,5169.220571
897,5169.220571
898,5169.220571
899,5169.220571
900,5169.220571
901,5169.220571
902,5169.220571
903,5169.220571
904,5169.220571
905,5169.220571
906,5169.220571
907,5169.220571
908,5169.220571
909,5169.220571
910,5169.220571
911,5169.220571
912,5170.097054
913,5170.097054
914,5170.097054
915,5170.097054
916,5170.097054
917,5170.097054
918,5170.097054
919,5170.097054
920,5170.097054
921,5170.097054
922,5170.097054
923,5170.097054
924,5170.097054
925,5170.097054
926,5170.097054
927,5170.097054
928,5170.097054
929,5170.097054
930,5170.097054
931,5170.097054
932,5170.097054
933,5170.097054
934,5170.097054
935,5170.097054
936,5169.340657
937,5169.340657
938,5169.340657
939,5169.340657
940,5169.340657
941,5169.340657
942,5169.340657
943,5169.340657
944,5169.340657
945,5169.340657
946,5169.340657
947,5169.340657
948,5169.340657
949,5169.340657
950,5169.340657
951,5169.340657
952,5169.340657
953,5169.340657
954,5169.340657
955,5169.340657
956,5169.340657
957,5169.340657
958,5169.340657
959,5169.340657
960,5161.667667
961,5161.667667
962,5161.667667
963,5161.667667
964,5161.667667
965,5161.667667
966,5161.667667
967,5161.667667
968,5161.667667
969,5161.667667
970,5161.667667
971,5161.667667
972,5161.667667
973,5161.667667
974,5161.667667
975,5161.667667
976,5161.667667
977,5161.667667
978,5161.667667
979,5161.667667
980,5161.667667
981,5161.667667
982,5161.667667
983,5161.667667
984,5124.166099
985,5124.166099
986,5124.166099
987,5124.166099
988,5124.166099
989,5124.166099
990,5124.166099
991,5124.166099
992,5124.166099
993,5124.166099
994,5124.166099
995,5124.166099
996,5124.166099
997,5124.166099
998,5124.166099
999,5124.166099
1000,5124.166099
1001,5124.166099
1002,5124.166099
1003,5124.166099
1004,5124.166099
1005,5124.166099
1006,5124.166099
1007,5124.166099
1008,5112.467336
1009,5112.467336
1010,5112.467336
1011,5112.467336
1012,5112.467336
1013,5112.467336
1014,5112.467336
1015,5112.467336
1016,5112.467336
1017,5112.467336
1018,5112.467336
1019,5112.467336
1020,5112.467336
1021,5112.467336
1022,5112.467336
1023,5112.467336
1024,5112.467336
1025,5112.467336
1026,5112.467336
1027,5112.467336
1028,5112.467336
1029,5112.467336
1030,5112.467336
1031,5112.467336
1032,5088.336414
1033,5088.336414
1034,5088.336414
1035,5088.336414
1036,5088.336414
1037,5088.336414
1038,5088.336414
1039,5088.336414
1040,5088.336414
1041,5088.336414
1042,5088.336414
1043,5088.336414
1044,5088.336414
1045,5088.336414
1046,5088.336414
1047,5088.336414
1048,5088.336414
1049,5088.336414
1050,5088.336414
1051,5088.336414
1052,5088.336414
1053,5088.336414
1054,5088.336414
1055,5088.336414
1056,5086.451751
1057,5086.451751
1058,5086.451751
1059,5086.451751
1060,5086.451751
1061,5086.451751
1062,5086.451751
1063,5086.451751
1064,5086.451751
1065,5086.451751
1066,5086.451751
1067,5086.451751
1068,5086.451751
1069,5086.451751
1070,5086.451751
1071,5086.451751
1072,5086.451751
1073,5086.451751
1074,5086.451751
1075,5086.451751
1076,5086.451751
1077,5086.451751
1078,5086.451751
1079,5086.451751
1080,5084.414428
1081,5084.414428
1082,5084.414428
1083,5084.414428
1084,5084.414428
1085,5084.414428
1086,5084.414428
1087,5084.414428
1088,5084.414428
1089,5084.414428
1090,5084.414428
1091,5084.414428
1092,5084.414428
1093,5084.414428
1094,5084.414428
1095,5084.414428
1096,5084.414428
1097,5084.414428
1098,5084.414428
1099,5084.414428
1100,5084.414428
1101,5084.414428
1102,5084.414428
1103,5084.414428
1104,5087.15435
1105,5087.15435
1106,5087.15435
1107,5087.15435
1108,5087.15435
1109,5087.15435
1110,5087.15435
1111,5087.15435
1112,5087.15435
1113,5087.15435
1114,5087.15435
1115,5087.15435
1116,5087.15435
1117,5087.15435
1118,5087.15435
1119,5087.15435
1120,5087.15435
1121,5087.15435
1122,5087.15435
1123,5087.15435
1124,5087.15435
1125,5087.15435
1126,5087.15435
1127,5087.15435
1128,5112.409233
1129,5112.409233
1130,5112.409233
1131,5112.409233
1132,5112.409233
1133,5112.409233
1134,5112.409233
1135,5112.409233
1136,5112.409233
1137,5112.409233
1138,5112.409233
1139,5112.409233
1140,5112.409233
1141,5112.409233
1142,5112.409233
1143,5112.409233
1144,5112.409233
1145,5112.409233
1146,5112.409233
1147,5112.409233
1148,5112.409233
1149,5112.409233
1150,5112.409233
1151,5112.409233
1152,5125.400716
1153,5125.400716
1154,5125.400716
1155,5125.400716
1156,5125.400716
1157,5125.400716
1158,5125.400716
1159,5125.400716
1160,5125.400716
1161,5125.400716
1162,5125.400716
1163,5125.400716
1164,5125.400716
1165,5125.400716
1166,5125.400716
1167,5125.400716
1168,5125.400716
1169,5125.400716
1170,5125.400716
1171,5125.400716
1172,5125.400716
1173,5125.400716
1174,5125.400716
1175,5125.400716
1176,5086.687915
1177,5086.687915
1178,5086.687915
1179,5086.687915
1180,5086.687915
1181,5086.687915
1182,5086.687915
1183,5086.687915
1184,5086.687915
1185,5086.687915
1186,5086.687915
1187,5086.687915
1188,5086.687915
1189,5086.687915
1190,5086.687915
1191,5086.687915
1192,5086.687915
1193,5086.687915
1194,5086.687915
1195,5086.687915
1196,5086.687915
1197,5086.687915
1198,5086.687915
1199,5086.687915
1200,5106.353892
1201,5106.353892
1202,5106.353892
1203,5106.353892
1204,5106.353892
1205,5106.353892
1206,5106.353892
1207,5106.353892
1208,5106.353892
1209,5106.353892
1210,5106.353892
1211,5106.353892
1212,5106.353892
1213,5106.353892
1214,5106.353892
1215,5106.353892
1216,5106.353892
1217,5106.353892
1218,5106.353892
1219,5106.353892
1220,5106.353892
1221,5106.353892
1222,5106.353892
1223,5106.353892
1224,5108.141231
1225,5108.141231
1226,5108.141231
1227,5108.141231
1228,5108.141231
1229,5108.141231
1230,5108.141231
1231,5108.141231
1232,5108.141231
1233,5108.141231
1234,5108.141231
1235,5108.141231
1236,5108.141231
1237,5108.141231
1238,5108.141231
1239,5108.141231
1240,5108.141231
1241,5108.141231
1242,5108.141231
1243,5108.141231
1244,5108.141231
1245,5108.141231
1246,5108.141231
1247,5108.141231
1248,5085.613518
1249,5085.613518
1250,5085.613518
1251,5085.613518
1252,5085.613518
1253,5085.613518
1254,5085.613518
1255,5085.613518
1256,5085.613518
1257,5085.613518
1258,5085.613518
1259,5085.613518
1260,5085.613518
1261,5085.613518
1262,5085.613518
1263,5085.613518
1264,5085.613518
1265,5085.613518
1266,5085.613518
1267,5085.613518
1268,5085.613518
1269,5085.613518
1270,5085.613518
1271,5085.613518
1272,5070.682244
1273,5070.682244
1274,5070.682244
1275,5070.682244
1276,5070.682244
1277,5070.682244
1278,5070.682244
1279,5070.682244
1280,5070.682244
1281,5070.682244
1282,5070.682244
1283,5070.682244
1284,5070.682244
1285,5070.682244
1286,5070.682244
1287,5070.682244
1288,5070.682244
1289,5070.682244
1290,5070.682244
1291,5070.682244
1292,5070.682244
1293,5070.682244
1294,5070.682244
1295,5070.682244
1296,5061.862702
1297,5061.862702
1298,5061.862702
1299,5061.862702
1300,5061.862702
1301,5061.862702
1302,5061.862702
1303,5061.862702
1304,5061.862702
1305,5061.862702
1306,5061.862702
1307,5061.862702
1308,5061.862702
1309,5061.862702
1310,5061.862702
1311,5061.862702
1312,5061.862702
1313,5061.862702
1314,5061.862702
1315,5061.862702
1316,5061.862702
1317,5061.862702
1318,5061.862702
1319,5061.862702
1320,4987.530531
1321,4987.530531
1322,4987.530531
1323,4987.530531
1324,4987.530531
1325,4987.530531
1326,4987.530531
1327,4987.530531
1328,4987.530531
1329,4987.530531
1330,4987.530531
1331,4987.530531
1332,4987.530531
1333,4987.530531
1334,4987.530531
1335,4987.530531
1336,4987.530531
1337,4987.530531
1338,4987.530531
1339,4987.530531
1340,4987.530531
1341,4987.530531
1342,4987.530531
1343,4987.530531
1344,4917.019168
1345,4917.019168
1346,4917.019168
1347,4917.019168
1348,4917.019168
1349,4917.019168
1350,4917.019168
1351,4917.019168
1352,4917.019168
1353,4917.019168
1354,4917.019168
1355,4917.019168
1356,4917.019168
1357,4917.019168
1358,4917.019168
1359,4917.019168
1360,4917.019168
1361,4917.019168
1362,4917.019168
1363,4917.019168
1364,4917.019168
1365,4917.019168
1366,4917.019168
1367,4917.019168
1368,4878.885362
1369,4878.885362
1370,4878.885362
1371,4878.885362
1372,4878.885362
1373,4878.885362
1374,4878.885362
1375,4878.885362
1376,4878.885362
1377,4878.885362
1378,4878.885362
1379,4878.885362
1380,4878.885362
1381,4878.885362
1382,4878.885362
1383,4878.885362
1384,4878.885362
1385,4878.885362
1386,4878.885362
1387,4878.885362
1388,4878.885362
1389,4878.885362
1390,4878.885362
1391,4878.885362
1392,4886.975509
1393,4886.975509
1394,4886.975509
1395,4886.975509
1396,4886.975509
1397,4886.975509
1398,4886.975509
1399,4886.975509
1400,4886.975509
1401,4886.975509
1402,4886.975509
1403,4886.975509
1404,4886.975509
1405,4886.975509
1406,4886.975509
1407,4886.975509
1408,4886.975509
1409,4886.975509
1410,4886.975509
1411,4886.975509
1412,4886.975509
1413,4886.975509
1414,4886.975509
1415,4886.975509
1416,4856.620425
1417,4856.620425
1418,4856.620425
1419,4856.620425
1420,4856.620425
1421,4856.620425
1422,4856.620425
1423,4856.620425
1424,4856.620425
1425,4856.620425
1426,4856.620425
1427,4856.620425
1428,4856.620425
1429,4856.620425
1430,4856.620425
1431,4856.620425
1432,4856.620425
1433,4856.620425
1434,4856.620425
1435,4856.620425
1436,4856.620425
1437,4856.620425
1438,4856.620425
1439,4856.620425
1440,4825.131206
1441,4825.131206
1442,4825.131206
1443,4825.131206
1444,4825.131206
1445,4825.131206
1446,4825.131206
1447,4825.131206
1448,4825.131206
1449,4825.131206
1450,4825.131206
1451,4825.131206
1452,4825.131206
1453,4825.131206
1454,4825.131206
1455,4825.131206
1456,4825.131206
1457,4825.131206
1458,4825.131206
1459,4825.131206
1460,4825.131206
1461,4825.131206
1462,4825.131206
1463,4825.131206
1464,4820.140936
1465,4820.140936
1466,4820.140936
1467,4820.140936
1468,4820.140936
1469,4820.140936
1470,4820.140936
1471,4820.140936
1472,4820.140936
1473,4820.140936
1474,4820.140936
1475,4820.140936
1476,4820.140936
1477,4820.140936
1478,4820.140936
1479,4820.140936
1480,4820.140936
1481,4820.140936
1482,4820.140936
1483,4820.140936
1484,4820.140936
1485,4820.140936
1486,4820.140936
1487,4820.140936
1488,4784.02122
1489,4784.02122
1490,4784.02122
1491,4784.02122
1492,4784.02122
1493,4784.02122
1494,4784.02122
1495,4784.02122
1496,4784.02122
1497,4784.02122
1498,4784.02122
1499,4784.02122
1500,4784.02122
1501,4784.02122
1502,4784.02122
1503,4784.02122
1504,4784.02122
1505,4784.02122
1506,4784.02122
1507,4784.02122
1508,4784.02122
1509,4784.02122
1510,4784.02122
1511,4784.02122
1512,4735.759723
1513,4735.759723
1514,4735.759723
1515,4735.759723
1516,4735.759723
1517,4735.759723
1518,4735.759723
1519,4735.759723
1520,4735.759723
1521,4735.759723
1522,4735.759723
1523,4735.759723
1524,4735.759723
1525,4735.759723
1526,4735.759723
1527,4735.759723
1528,4735.759723
1529,4735.759723
1530,4735.759723
1531,4735.759723
1532,4735.759723
1533,4735.759723
1534,4735.759723
1535,4735.759723
1536,4740.523927
1537,4740.523927
1538,4740.523927
1539,4740.523927
1540,4740.523927
1541,4740.523927
1542,4740.523927
1543,4740.523927
1544,4740.523927
1545,4740.523927
1546,4740.523927
1547,4740.523927
1548,4740.523927
1549,4740.523927
1550,4740.523927
1551,4740.523927
1552,4740.523927
1553,4740.523927
1554,4740.523927
1555,4740.523927
1556,4740.523927
1557,4740.523927
1558,4740.523927
1559,4740.523927
1560,4758.14225
1561,4758.14225
1562,4758.14225
1563,4758.14225
1564,4758.14225
1565,4758.14225
1566,4758.14225
1567,4758.14225
1568,4758.14225
1569,4758.14225
1570,4758.14225
1571,4758.14225
1572,4758.14225
1573,4758.14225
1574,4758.14225
1575,4758.14225
1576,4758.14225
1577,4758.14225
1578,4758.14225
1579,4758.14225
1580,4758.14225
1581,4758.14225
1582,4758.14225
1583,4758.14225
1584,4763.757649
1585,4763.757649
1586,4763.757649
1587,4763.757649
1588,4763.757649
1589,4763.757649
1590,4763.757649
1591,4763.757649
1592,4763.757649
1593,4763.757649
1594,4763.757649
1595,4763.757649
1596,4763.757649
1597,4763.757649
1598,4763.757649
1599,4763.757649
1600,4763.757649
1601,4763.757649
1602,4763.757649
1603,4763.757649
1604,4763.757649
1605,4763.757649
1606,4763.757649
1607,4763.757649
1608,4767.235962
1609,4767.235962
1610,4767.235962
1611,4767.235962
1612,4767.235962
1613,4767.235962
1614,4767.235962
1615,4767.235962
1616,4767.235962
1617,4767.235962
1618,4767.235962
1619,4767.235962
1620,4767.235962
1621,4767.235962
1622,4767.235962
1623,4767.235962
1624,4767.235962
1625,4767.235962
1626,4767.235962
1627,4767.235962
1628,4767.235962
1629,4767.235962
1630,4767.235962
1631,4767.235962
1632,4725.860721
1633,4725.860721
1634,4725.860721
1635,4725.860721
1636,4725.860721
1637,4725.860721
1638,4725.860721
1639,4725.860721
1640,4725.860721
1641,4725.860721
1642,4725.860721
1643,4725.860721
1644,4725.860721
1645,4725.860721
1646,4725.860721
1647,4725.860721
1648,4725.860721
1649,4725.860721
1650,4725.860721
1651,4725.860721
1652,4725.860721
1653,4725.860721
1654,4725.860721
1655,4725.860721
1656,4685.453747
1657,4685.453747
1658,4685.453747
1659,4685.453747
1660,4685.453747
1661,4685.453747
1662,4685.453747
1663,4685.453747
1664,4685.453747
