Year,Month,Day,Hour,PNW
2011,1,9,7,23579.51189
2011,1,9,8,24207.76246
2011,1,9,9,23835.75079
2011,1,9,10,23207.73545
2011,1,9,11,22396.09646
2011,1,9,12,21837.89904
2011,1,9,13,21344.78218
2011,1,9,14,20931.83378
2011,1,9,15,21245.25514
2011,1,9,16,22784.47881
2011,1,9,17,24835.99142
2011,1,9,18,25011.29919
2011,1,9,19,24681.76236
2011,1,9,20,24082.13193
2011,1,9,21,22556.58268
2011,1,9,22,20494.36035
2011,1,9,23,18998.46701
2011,1,10,0,18288.22571
2011,1,10,1,18239.90876
2011,1,10,2,18505.32956
2011,1,10,3,18960.43771
2011,1,10,4,19915.65182
2011,1,10,5,22271.83027
2011,1,10,6,26050.50294
2011,1,10,7,27836.90227
2011,1,10,8,27093.02442
2011,1,10,9,25799.66901
2011,1,10,10,24723.80839
2011,1,10,11,23677.66488
2011,1,10,12,22820.07834
2011,1,10,13,22406.08839
2011,1,10,14,22114.98035
2011,1,10,15,22528.47865
2011,1,10,16,24166.52587
2011,1,10,17,26225.51689
2011,1,10,18,26330.35622
2011,1,10,19,26126.84411
2011,1,10,20,25209.09785
2011,1,10,21,23570.99
2011,1,10,22,21490.25943
2011,1,10,23,20086.44066
2011,1,11,0,19404.53779
2011,1,11,1,19222.01551
2011,1,11,2,19359.42544
2011,1,11,3,19728.74043
2011,1,11,4,20660.84816
2011,1,11,5,22483.56895
2011,1,11,6,25979.81718
2011,1,11,7,27563.82377
2011,1,11,8,26691.41714
2011,1,11,9,25903.67755
2011,1,11,10,25291.52415
2011,1,11,11,24665.0733
2011,1,11,12,24300.43945
2011,1,11,13,24047.52522
2011,1,11,14,23986.9134
2011,1,11,15,24408.75788
2011,1,11,16,25632.78827
2011,1,11,17,26859.30381
2011,1,11,18,26802.6537
2011,1,11,19,26129.54655
2011,1,11,20,25140.16139
2011,1,11,21,23252.71333
2011,1,11,22,21271.68237
2011,1,11,23,19922.64466
2011,1,12,0,19037.68698
2011,1,12,1,18629.59182
2011,1,12,2,18494.32504
2011,1,12,3,18656.64769
2011,1,12,4,19099.82033
2011,1,12,5,20434.18297
2011,1,12,6,23024.50534
2011,1,12,7,24490.50243
2011,1,12,8,24022.84949
2011,1,12,9,23326.49736
2011,1,12,10,22933.56861
2011,1,12,11,22619.38884
2011,1,12,12,22359.52333
2011,1,12,13,22083.67216
2011,1,12,14,21788.74338
2011,1,12,15,21768.29255
2011,1,12,16,22662.83242
2011,1,12,17,23434.51759
2011,1,12,18,22982.43808
2011,1,12,19,22086.21409
2011,1,12,20,21039.62435
2011,1,12,21,19543.52041
2011,1,12,22,17984.06618
2011,1,12,23,16769.70877
2011,1,13,0,15909.43435
2011,1,13,1,15609.2162
2011,1,13,2,15582.63879
2011,1,13,3,15673.64142
2011,1,13,4,15944.65802
2011,1,13,5,16739.24719
2011,1,13,6,18114.15025
2011,1,13,7,18998.07391
2011,1,13,8,19260.33237
2011,1,13,9,19527.83452
2011,1,13,10,19577.67703
2011,1,13,11,19320.57208
2011,1,13,12,18842.24671
2011,1,13,13,18551.93054
2011,1,13,14,18167.0469
2011,1,13,15,18117.45932
2011,1,13,16,18919.6499
2011,1,13,17,20171.72876
2011,1,13,18,19956.3125
2011,1,13,19,19200.64834
2011,1,13,20,18385.11254
2011,1,13,21,17485.90293
2011,1,13,22,16305.01517
2011,1,13,23,15232.83423
2011,1,14,0,14425.44865
2011,1,14,1,13936.7633
2011,1,14,2,13667.63878
2011,1,14,3,13599.73949
2011,1,14,4,13949.22226
2011,1,14,5,14795.31134
2011,1,14,6,16088.40507
2011,1,14,7,17107.39777
2011,1,14,8,17646.03883
2011,1,14,9,17967.48163
2011,1,14,10,18055.65669
2011,1,14,11,18010.38081
2011,1,14,12,17874.96331
2011,1,14,13,17525.43594
2011,1,14,14,17218.63569
2011,1,14,15,17175.08218
2011,1,14,16,17936.30696
2011,1,14,17,19110.24264
2011,1,14,18,18830.45625
2011,1,14,19,18284.86218
2011,1,14,20,17570.1661
2011,1,14,21,16744.38847
2011,1,14,22,15672.14643
2011,1,14,23,14598.59104
2011,1,15,0,13883.79542
2011,1,15,1,13354.14953
2011,1,15,2,13148.46941
2011,1,15,3,13149.14499
2011,1,15,4,13459.8901
2011,1,15,5,14129.70849
2011,1,15,6,15638.69906
2011,1,15,7,17083.78891
2011,1,15,8,17889.99877
2011,1,15,9,18264.63357
2011,1,15,10,18482.77975
2011,1,15,11,18430.83118
2011,1,15,12,18222.81585
2011,1,15,13,18107.39641
2011,1,15,14,18065.76742
2011,1,15,15,18403.57857
2011,1,15,16,19383.25102
2011,1,15,17,20705.64699
2011,1,15,18,20534.08628
2011,1,15,19,19811.27218
2011,1,15,20,18924.6
2011,1,15,21,17647.13855
2011,1,15,22,16303.9923
2011,1,15,23,15277.6728
2011,1,16,0,14431.61754
2011,1,16,1,14030.08262
2011,1,16,2,13854.95103
2011,1,16,3,13866.13367
2011,1,16,4,14013.04476
2011,1,16,5,14653.81074
2011,1,16,6,16167.69592
2011,1,16,7,17470.84737
2011,1,16,8,18168.116
2011,1,16,9,18429.78516
2011,1,16,10,18475.35626
2011,1,16,11,18251.1604
2011,1,16,12,17937.77972
2011,1,16,13,17617.69032
2011,1,16,14,17582.60134
2011,1,16,15,17780.03649
2011,1,16,16,18721.22983
2011,1,16,17,20020.19017
2011,1,16,18,19927.67206
2011,1,16,19,19357.63932
2011,1,16,20,18501.80883
2011,1,16,21,18167.2648
2011,1,16,22,16785.4905
2011,1,16,23,15657.35315
2011,1,17,0,14944.44331
2011,1,17,1,14493.8678
2011,1,17,2,14385.73895
2011,1,17,3,14483.04644
2011,1,17,4,15023.68382
2011,1,17,5,16068.42784
2011,1,17,6,17291.21889
2011,1,17,7,18793.78664
2011,1,17,8,18945.13114
2011,1,17,9,18857.6447
2011,1,17,10,19250.14842
2011,1,17,11,19452.34757
2011,1,17,12,19114.35714
2011,1,17,13,18976.54507
2011,1,17,14,18797.12045
2011,1,17,15,18974.12515
2011,1,17,16,20085.82132
2011,1,17,17,21036.5171
2011,1,17,18,21163.96449
2011,1,17,19,20810.55378
2011,1,17,20,20077.52195
2011,1,17,21,18577.20313
2011,1,17,22,17670.11969
2011,1,17,23,16716.15731
2011,1,18,0,16016.92915
2011,1,18,1,15748.43028
2011,1,18,2,15711.10034
2011,1,18,3,15880.45506
2011,1,18,4,16718.16632
2011,1,18,5,18224.509
2011,1,18,6,21510.09994
2011,1,18,7,23155.5523
2011,1,18,8,22342.35772
2011,1,18,9,21152.7416
2011,1,18,10,20277.43458
2011,1,18,11,20043.00842
2011,1,18,12,20093.62726
2011,1,18,13,20105.20474
2011,1,18,14,20185.6063
2011,1,18,15,20680.20847
2011,1,18,16,22078.92031
2011,1,18,17,23617.07977
2011,1,18,18,23610.44794
2011,1,18,19,23120.48618
2011,1,18,20,22416.03753
2011,1,18,21,20810.91317
2011,1,18,22,19299.75004
2011,1,18,23,18230.87629
2011,1,19,0,17663.75784
2011,1,19,1,17486.23289
2011,1,19,2,17597.5006
2011,1,19,3,17949.15796
2011,1,19,4,18854.99352
2011,1,19,5,20644.99974
2011,1,19,6,23445.55276
2011,1,19,7,25376.72893
2011,1,19,8,24440.36872
2011,1,19,9,23159.49034
2011,1,19,10,21896.24172
2011,1,19,11,21036.56736
2011,1,19,12,20421.23313
2011,1,19,13,19932.77304
2011,1,19,14,19688.46107
2011,1,19,15,20002.82773
2011,1,19,16,21488.36975
2011,1,19,17,23746.22147
2011,1,19,18,24193.08119
2011,1,19,19,23695.17223
2011,1,19,20,23138.69057
2011,1,19,21,21898.58535
2011,1,19,22,20962.68415
2011,1,19,23,19659.1558
2011,1,20,0,18923.92455
2011,1,20,1,18601.8692
2011,1,20,2,18591.27821
2011,1,20,3,18758.82157
2011,1,20,4,18895.3971
2011,1,20,5,19042.8668
2011,1,20,6,20879.31478
2011,1,20,7,22264.55827
2011,1,20,8,22810.3005
2011,1,20,9,23039.95516
2011,1,20,10,23081.35372
2011,1,20,11,23008.57807
2011,1,20,12,22666.46524
2011,1,20,13,22348.23683
2011,1,20,14,22024.24953
2011,1,20,15,22034.76936
2011,1,20,16,22725.06784
2011,1,20,17,23578.47055
2011,1,20,18,23294.76266
2011,1,20,19,22571.30022
2011,1,20,20,21678.7311
2011,1,20,21,20304.10654
2011,1,20,22,18647.24557
2011,1,20,23,17362.03056
2011,1,21,0,16521.09536
2011,1,21,1,15983.74255
2011,1,21,2,15853.67385
2011,1,21,3,15830.88846
2011,1,21,4,16110.36561
2011,1,21,5,16960.55835
2011,1,21,6,18371.02175
2011,1,21,7,19423.82202
2011,1,21,8,19794.00101
2011,1,21,9,20242.3766
2011,1,21,10,20412.08902
2011,1,21,11,20353.00069
2011,1,21,12,20057.42672
2011,1,21,13,19694.60271
2011,1,21,14,19394.57262
2011,1,21,15,19237.3917
2011,1,21,16,19681.81423
2011,1,21,17,20540.1191
2011,1,21,18,20156.6386
2011,1,21,19,19293.44265
2011,1,21,20,18422.12755
2011,1,21,21,17565.9091
2011,1,21,22,16602.06532
2011,1,21,23,15560.8081
2011,1,22,0,14771.63429
2011,1,22,1,14313.93004
2011,1,22,2,14267.83531
2011,1,22,3,14358.33425
2011,1,22,4,14684.36491
2011,1,22,5,15226.14411
2011,1,22,6,16156.85016
2011,1,22,7,17542.24301
2011,1,22,8,19016.32599
2011,1,22,9,19624.49544
2011,1,22,10,19688.86053
2011,1,22,11,19295.60986
2011,1,22,12,18489.97109
2011,1,22,13,17806.14632
2011,1,22,14,17332.77252
2011,1,22,15,17301.77591
2011,1,22,16,18056.39488
2011,1,22,17,19711.54194
2011,1,22,18,19853.31823
2011,1,22,19,19337.13244
2011,1,22,20,18654.64545
2011,1,22,21,17610.62232
2011,1,22,22,16547.74674
2011,1,22,23,15504.36152
2011,1,23,0,14689.70354
2011,1,23,1,14250.62611
2011,1,23,2,14210.37792
2011,1,23,3,14153.13606
2011,1,23,4,14384.34956
2011,1,23,5,15042.54898
2011,1,23,6,16710.09832
2011,1,23,7,18127.78645
2011,1,23,8,17993.15569
2011,1,23,9,19088.16279
2011,1,23,10,19034.71462
2011,1,23,11,18702.23339
2011,1,23,12,18286.53122
2011,1,23,13,17863.786
2011,1,23,14,17587.23779
2011,1,23,15,17784.71692
2011,1,23,16,18457.38903
2011,1,23,17,19766.36279
2011,1,23,18,19631.5301
2011,1,23,19,19173.09764
2011,1,23,20,18297.17374
2011,1,23,21,17255.17323
2011,1,23,22,16131.15087
2011,1,23,23,14841.60053
2011,1,24,0,14166.25849
2011,1,24,1,13958.92101
2011,1,24,2,13700.78552
2011,1,24,3,13734.36795
2011,1,24,4,14400.35067
2011,1,24,5,15911.02537
2011,1,24,6,18191.34045
2011,1,24,7,19177.57609
2011,1,24,8,18552.25768
2011,1,24,9,18167.16674
2011,1,24,10,18092.60492
2011,1,24,11,17971.7275
2011,1,24,12,17869.78131
2011,1,24,13,17650.53412
2011,1,24,14,17314.353
2011,1,24,15,17277.89295
2011,1,24,16,18033.49172
2011,1,24,17,19459.88222
2011,1,24,18,19758.54224
2011,1,24,19,19282.87355
2011,1,24,20,18584.08814
2011,1,24,21,17722.13312
2011,1,24,22,17043.62351
2011,1,24,23,15636.21248
2011,1,25,0,14870.39964
2011,1,25,1,14523.05239
2011,1,25,2,14360.40068
2011,1,25,3,14511.12966
2011,1,25,4,15113.26978
2011,1,25,5,16813.10435
2011,1,25,6,18421.53214
2011,1,25,7,19830.60218
2011,1,25,8,19058.58669
2011,1,25,9,18628.813
2011,1,25,10,18261.06888
2011,1,25,11,17777.19001
2011,1,25,12,17730.18491
2011,1,25,13,17626.10984
2011,1,25,14,17487.30244
2011,1,25,15,17491.55442
2011,1,25,16,17984.84558
2011,1,25,17,19506.15393
2011,1,25,18,19785.14074
2011,1,25,19,19509.33204
2011,1,25,20,18932.39422
2011,1,25,21,17928.86942
2011,1,25,22,16490.30828
2011,1,25,23,15180.51197
2011,1,26,0,14481.7296
2011,1,26,1,14225.22175
2011,1,26,2,14150.468
2011,1,26,3,14257.71564
2011,1,26,4,14971.45514
2011,1,26,5,16522.75402
2011,1,26,6,18923.51569
2011,1,26,7,20424.45675
2011,1,26,8,19715.89129
2011,1,26,9,19089.96394
2011,1,26,10,18541.97921
2011,1,26,11,18047.47865
2011,1,26,12,17692.35844
2011,1,26,13,17173.87492
2011,1,26,14,16987.96609
2011,1,26,15,17004.62433
2011,1,26,16,17494.66195
2011,1,26,17,18894.57453
2011,1,26,18,19100.08314
2011,1,26,19,18646.89195
2011,1,26,20,18223.46879
2011,1,26,21,17333.34757
2011,1,26,22,16257.36603
2011,1,26,23,15214.42259
2011,1,27,0,14479.90956
2011,1,27,1,14232.70801
2011,1,27,2,14288.70393
2011,1,27,3,14392.58544
2011,1,27,4,14762.37848
2011,1,27,5,15697.70138
2011,1,27,6,17164.57859
2011,1,27,7,18151.26382
2011,1,27,8,18335.74436
2011,1,27,9,18375.6883
2011,1,27,10,18115.51924
2011,1,27,11,17717.69954
2011,1,27,12,17128.8496
2011,1,27,13,16709.75
2011,1,27,14,16383.90389
2011,1,27,15,16391.44148
2011,1,27,16,16926.3709
2011,1,27,17,18030.59812
2011,1,27,18,18231.86171
2011,1,27,19,17894.27152
2011,1,27,20,17426.16124
2011,1,27,21,16573.73117
2011,1,27,22,15622.5766
2011,1,27,23,14659.33458
2011,1,28,0,14033.69047
2011,1,28,1,13823.01805
2011,1,28,2,13677.04206
2011,1,28,3,13756.64531
2011,1,28,4,14134.70773
2011,1,28,5,15013.75652
2011,1,28,6,16244.14527
2011,1,28,7,16993.15114
2011,1,28,8,17473.40436
2011,1,28,9,17685.91563
2011,1,28,10,17741.35909
2011,1,28,11,17586.54631
2011,1,28,12,17362.04988
2011,1,28,13,17019.16883
2011,1,28,14,16661.30428
2011,1,28,15,16581.02333
2011,1,28,16,17052.04728
2011,1,28,17,18057.12727
2011,1,28,18,18147.21845
2011,1,28,19,17744.45099
2011,1,28,20,17268.20223
2011,1,28,21,16542.57962
2011,1,28,22,15622.1144
2011,1,28,23,14614.58457
2011,1,29,0,13912.27399
2011,1,29,1,13546.76287
2011,1,29,2,13389.99041
2011,1,29,3,13375.14311
2011,1,29,4,13674.20292
2011,1,29,5,14512.43978
2011,1,29,6,15969.86764
2011,1,29,7,17508.09457
2011,1,29,8,18207.38176
2011,1,29,9,18430.22962
2011,1,29,10,18331.03743
2011,1,29,11,17871.63477
2011,1,29,12,17449.85144
2011,1,29,13,17017.38788
2011,1,29,14,16653.19102
2011,1,29,15,16578.51164
2011,1,29,16,17028.63913
2011,1,29,17,18624.82002
2011,1,29,18,18935.68703
2011,1,29,19,18527.21157
2011,1,29,20,17692.31007
2011,1,29,21,16984.98571
2011,1,29,22,16081.26361
2011,1,29,23,15124.03007
2011,1,30,0,14309.20923
2011,1,30,1,13973.54547
2011,1,30,2,13877.23564
2011,1,30,3,14033.85132
2011,1,30,4,14586.18482
2011,1,30,5,15447.16066
2011,1,30,6,17005.1581
2011,1,30,7,18679.43347
2011,1,30,8,19289.79083
2011,1,30,9,19374.03751
2011,1,30,10,19130.6797
2011,1,30,11,18707.56308
2011,1,30,12,18183.2531
2011,1,30,13,17796.53931
2011,1,30,14,17554.95722
2011,1,30,15,17673.14137
2011,1,30,16,18715.99494
2011,1,30,17,20581.40139
2011,1,30,18,21015.31388
2011,1,30,19,20634.92819
2011,1,30,20,19790.4245
2011,1,30,21,18445.60817
2011,1,30,22,17051.98387
2011,1,30,23,15836.47491
2011,1,31,0,15141.23797
2011,1,31,1,14990.05423
2011,1,31,2,14973.85248
2011,1,31,3,15324.78551
2011,1,31,4,16154.32314
2011,1,31,5,18022.7605
2011,1,31,6,20720.09251
2011,1,31,7,22269.8668
2011,1,31,8,21640.96201
2011,1,31,9,21176.64837
2011,1,31,10,20813.17246
2011,1,31,11,20274.54286
2011,1,31,12,19748.97436
2011,1,31,13,19487.85681
2011,1,31,14,19190.02621
2011,1,31,15,19440.1474
2011,1,31,16,20251.25103
2011,1,31,17,22008.10426
2011,1,31,18,22447.45609
2011,1,31,19,22039.21123
2011,1,31,20,21175.2635
2011,1,31,21,19873.17346
2011,1,31,22,18245.48193
2011,1,31,23,17013.41956
2011,2,1,0,16673.35834
2011,2,1,1,16479.00726
2011,2,1,2,16588.56074
2011,2,1,3,16900.97008
2011,2,1,4,17859.8381
2011,2,1,5,19937.79484
2011,2,1,6,23043.05907
2011,2,1,7,24478.85998
2011,2,1,8,23402.12928
2011,2,1,9,22056.73899
2011,2,1,10,21037.74773
2011,2,1,11,20061.49858
2011,2,1,12,19456.12957
2011,2,1,13,18921.01013
2011,2,1,14,18596.88143
2011,2,1,15,18794.52476
2011,2,1,16,19738.96881
2011,2,1,17,22033.72991
2011,2,1,18,23060.86442
2011,2,1,19,22874.72379
2011,2,1,20,22493.5256
2011,2,1,21,21217.08794
2011,2,1,22,19735.60484
2011,2,1,23,18406.03456
2011,2,2,0,17737.53924
2011,2,2,1,17618.60893
2011,2,2,2,17678.43926
2011,2,2,3,18019.46817
2011,2,2,4,18848.47533
2011,2,2,5,20914.7478
2011,2,2,6,23791.78713
2011,2,2,7,25232.01749
2011,2,2,8,24329.72439
2011,2,2,9,23215.89935
2011,2,2,10,22270.886
2011,2,2,11,21273.77741
2011,2,2,12,20537.49962
2011,2,2,13,19987.20022
2011,2,2,14,19657.14852
2011,2,2,15,19665.02782
2011,2,2,16,20534.63818
2011,2,2,17,22096.98541
2011,2,2,18,22529.96175
2011,2,2,19,21929.71555
2011,2,2,20,21167.71605
2011,2,2,21,20126.10665
2011,2,2,22,18747.05035
2011,2,2,23,17476.8545
2011,2,3,0,16792.27433
2011,2,3,1,16418.81056
2011,2,3,2,16291.87035
2011,2,3,3,16386.46039
2011,2,3,4,16883.32414
2011,2,3,5,17973.54748
2011,2,3,6,19486.9239
2011,2,3,7,20460.85813
2011,2,3,8,20670.94688
2011,2,3,9,20721.4066
2011,2,3,10,20250.88338
2011,2,3,11,19552.13937
2011,2,3,12,18908.34435
2011,2,3,13,18500.39729
2011,2,3,14,18291.50751
2011,2,3,15,18367.14414
2011,2,3,16,18882.65252
2011,2,3,17,20235.20348
2011,2,3,18,20289.66374
2011,2,3,19,19661.36326
2011,2,3,20,18872.97752
2011,2,3,21,17952.84445
2011,2,3,22,16869.07888
2011,2,3,23,15814.4591
2011,2,4,0,15037.74955
2011,2,4,1,14662.0157
2011,2,4,2,14421.05884
2011,2,4,3,14429.93022
2011,2,4,4,14703.11368
2011,2,4,5,15534.51831
2011,2,4,6,17028.66186
2011,2,4,7,18155.59869
2011,2,4,8,18558.73129
2011,2,4,9,18771.10731
2011,2,4,10,18798.48115
2011,2,4,11,18547.71973
2011,2,4,12,18281.73973
2011,2,4,13,18000.71318
2011,2,4,14,17694.84235
2011,2,4,15,17543.36558
2011,2,4,16,17761.94734
2011,2,4,17,18879.79557
2011,2,4,18,19106.77361
2011,2,4,19,18620.00976
2011,2,4,20,18033.13066
2011,2,4,21,17189.03063
2011,2,4,22,16183.18571
2011,2,4,23,15101.67745
2011,2,5,0,14199.85658
2011,2,5,1,13792.88516
2011,2,5,2,13589.05426
2011,2,5,3,13591.98884
2011,2,5,4,13868.22046
2011,2,5,5,14589.08359
2011,2,5,6,15993.22558
2011,2,5,7,17347.14172
2011,2,5,8,18162.04897
2011,2,5,9,18601.8562
2011,2,5,10,18667.24891
2011,2,5,11,18380.69952
2011,2,5,12,18062.10013
2011,2,5,13,17626.91755
2011,2,5,14,17286.87785
2011,2,5,15,17224.38659
2011,2,5,16,17741.34647
2011,2,5,17,19207.10787
2011,2,5,18,19601.3353
2011,2,5,19,19074.32485
2011,2,5,20,18392.02229
2011,2,5,21,17353.90172
2011,2,5,22,16156.58298
2011,2,5,23,15096.5067
2011,2,6,0,14226.33116
2011,2,6,1,13763.8865
2011,2,6,2,13624.0229
2011,2,6,3,13701.42758
2011,2,6,4,14077.25197
2011,2,6,5,14810.73258
2011,2,6,6,16299.58143
2011,2,6,7,17734.78294
2011,2,6,8,18612.68014
2011,2,6,9,18874.81564
2011,2,6,10,18763.93642
2011,2,6,11,18444.38305
2011,2,6,12,18064.48842
2011,2,6,13,17708.29383
2011,2,6,14,17365.18499
2011,2,6,15,17042.58243
2011,2,6,16,17240.50629
2011,2,6,17,18725.78017
2011,2,6,18,19265.47097
2011,2,6,19,19440.66957
2011,2,6,20,19293.53569
2011,2,6,21,18222.6355
2011,2,6,22,16516.58714
2011,2,6,23,15171.94886
2011,2,7,0,14345.64049
2011,2,7,1,14036.7354
2011,2,7,2,13994.18466
2011,2,7,3,14145.26529
2011,2,7,4,14954.26446
2011,2,7,5,16824.861
2011,2,7,6,19870.30335
2011,2,7,7,21344.77387
2011,2,7,8,20681.75646
2011,2,7,9,20199.14305
2011,2,7,10,19698.93714
2011,2,7,11,19175.12826
2011,2,7,12,18785.3375
2011,2,7,13,18595.60923
2011,2,7,14,18356.14072
2011,2,7,15,18501.7853
2011,2,7,16,19057.85336
2011,2,7,17,20871.74214
2011,2,7,18,21835.78846
2011,2,7,19,21397.57257
2011,2,7,20,20786.43341
2011,2,7,21,19395.32373
2011,2,7,22,17766.52089
2011,2,7,23,16460.70593
2011,2,8,0,15675.34131
2011,2,8,1,15300.65901
2011,2,8,2,15172.89081
2011,2,8,3,15373.51243
2011,2,8,4,16175.5158
2011,2,8,5,18088.47528
2011,2,8,6,21433.53393
2011,2,8,7,22900.96011
2011,2,8,8,22172.61892
2011,2,8,9,21271.66762
2011,2,8,10,20493.29564
2011,2,8,11,19627.28658
2011,2,8,12,18960.66636
2011,2,8,13,18348.60828
2011,2,8,14,17967.65762
2011,2,8,15,17958.2961
2011,2,8,16,18605.77244
2011,2,8,17,20632.56483
2011,2,8,18,21785.3477
